date,video_id,video_title,content_category,impression_count,view_count,viewer_count,valid_viewer_count,complete_view_count,like_count,comment_count,share_count,collect_count,engaged_user_count,profile_visit_count,follow_count,active_user_count,new_user_count,return_user_count,next_day_active_user_count,day7_active_user_count,avg_watch_duration,play_rate,valid_view_rate,completion_rate,engagement_user_rate,profile_visit_rate,follow_conversion_rate,new_user_ratio,next_day_retention_rate,day7_retention_rate
2026-05-15,VID_1117,搞笑短视频_118,搞笑,24543,7009,6035,3209,1729,558,273,130,139,2465,965,148,3852,1240,1302,322,134,70.63,0.2856,0.5317,0.2467,0.4085,0.1599,0.1534,0.2055,0.2597,0.1081
2026-05-16,VID_1118,生活短视频_119,生活,17716,5999,4774,2981,2173,1095,238,28,83,1303,493,148,2775,1087,1503,327,449,10.15,0.3386,0.6244,0.3622,0.2729,0.1033,0.3002,0.2277,0.3008,0.4131
2026-05-17,VID_1119,运动短视频_120,运动,38555,6816,5255,2533,2258,869,152,107,94,2337,344,52,4582,726,1951,958,277,12.56,0.1768,0.482,0.3313,0.4447,0.0655,0.1512,0.1382,1.3196,0.3815
2026-04-18,VID_1120,剧情短视频_121,剧情,18267,3245,2817,1592,1823,146,18,13,85,294,497,193,1706,874,1043,385,283,17.91,0.1776,0.5651,0.5618,0.1044,0.1764,0.3883,0.3103,0.4405,0.3238
2026-04-19,VID_1121,知识短视频_122,知识,11004,5307,3531,2263,3413,536,94,76,85,1151,517,91,2284,735,1060,151,369,16.83,0.4823,0.6409,0.6431,0.326,0.1464,0.176,0.2082,0.2054,0.502
2026-04-20,VID_1122,测评短视频_123,测评,24243,11856,8551,4363,2422,446,369,54,229,833,1364,607,7184,1974,1747,1540,184,16.18,0.489,0.5102,0.2043,0.0974,0.1595,0.445,0.2309,0.7801,0.0932
2026-04-21,VID_1123,搞笑短视频_124,搞笑,35611,13250,10983,8422,7639,1649,204,135,374,4505,1833,314,8861,5374,4028,1105,176,42.82,0.3721,0.7668,0.5765,0.4102,0.1669,0.1713,0.4893,0.2056,0.0328
2026-04-22,VID_1124,生活短视频_125,生活,9438,4932,3389,1793,2873,205,144,83,116,392,620,216,2957,1293,1472,306,376,51.85,0.5226,0.5291,0.5825,0.1157,0.1829,0.3484,0.3815,0.2367,0.2908
2026-04-23,VID_1125,运动短视频_126,运动,6166,2003,1756,1490,561,254,13,23,38,271,213,54,1340,625,857,281,129,48.01,0.3248,0.8485,0.2801,0.1543,0.1213,0.2535,0.3559,0.4496,0.2064
2026-04-24,VID_1126,剧情短视频_127,剧情,39551,10254,8287,6622,5532,1587,348,164,198,940,1083,175,5406,2216,4521,1092,145,17.44,0.2593,0.7991,0.5395,0.1134,0.1307,0.1616,0.2674,0.4928,0.0654
2026-04-25,VID_1127,知识短视频_128,知识,7756,1762,1342,1110,797,297,32,35,43,223,64,13,737,450,783,47,198,42.46,0.2272,0.8271,0.4523,0.1662,0.0477,0.2031,0.3353,0.1044,0.44
2026-04-26,VID_1128,测评短视频_129,测评,49599,11640,10427,6771,2525,897,79,275,330,3469,1997,772,7711,3647,4014,457,160,63.22,0.2347,0.6494,0.2169,0.3327,0.1915,0.3866,0.3498,0.1253,0.0439
2026-04-27,VID_1129,搞笑短视频_130,搞笑,28955,6032,4331,2899,1855,823,222,38,167,608,544,117,3924,1854,1959,582,103,71.23,0.2083,0.6694,0.3075,0.1404,0.1256,0.2151,0.4281,0.3139,0.0556
2026-04-28,VID_1130,生活短视频_131,生活,45734,21155,16145,7345,9622,1533,496,238,618,4321,1683,346,9328,3459,5127,1665,1897,26.82,0.4626,0.4549,0.4548,0.2676,0.1042,0.2056,0.2142,0.4814,0.5484
2026-04-29,VID_1131,运动短视频_132,运动,30523,13036,8571,4756,5629,2045,300,212,186,783,1157,382,4444,1045,3959,541,747,62.57,0.4271,0.5549,0.4318,0.0914,0.135,0.3302,0.1219,0.5177,0.7148
2026-04-30,VID_1132,剧情短视频_133,剧情,20397,8117,6972,5532,2119,349,95,25,126,2946,239,93,4535,1043,2652,780,790,16.21,0.398,0.7935,0.2611,0.4225,0.0343,0.3891,0.1496,0.7478,0.7574
2026-05-01,VID_1133,知识短视频_134,知识,28624,7675,7091,3442,3096,1101,161,150,37,3040,1358,315,4005,2396,2077,691,954,40.53,0.2681,0.4854,0.4034,0.4287,0.1915,0.232,0.3379,0.2884,0.3982
2026-05-02,VID_1134,测评短视频_135,测评,17639,4558,3638,1924,2873,880,59,107,85,1398,667,269,2510,1147,1226,163,84,66.59,0.2584,0.5289,0.6303,0.3843,0.1833,0.4033,0.3153,0.1421,0.0732
2026-05-03,VID_1135,搞笑短视频_136,搞笑,39326,15811,12748,7922,6833,2400,499,247,417,2006,2165,332,8043,5740,6269,2148,1931,35.73,0.402,0.6214,0.4322,0.1574,0.1698,0.1533,0.4503,0.3742,0.3364
2026-05-04,VID_1136,生活短视频_137,生活,14001,6270,4927,4043,2490,1084,118,73,65,1424,236,38,3553,2061,2749,197,324,37.52,0.4478,0.8206,0.3971,0.289,0.0479,0.161,0.4183,0.0956,0.1572
2026-05-05,VID_1137,运动短视频_138,运动,41254,12766,10105,6899,5750,1123,421,278,102,2573,1708,607,7702,2019,5008,744,393,70.61,0.3094,0.6827,0.4504,0.2546,0.169,0.3554,0.1998,0.3685,0.1947
2026-05-06,VID_1138,剧情短视频_139,剧情,21266,10639,10065,8051,3010,1894,309,156,149,3857,356,80,8711,3804,3898,1001,375,72.15,0.5003,0.7999,0.2829,0.3832,0.0354,0.2247,0.3779,0.2631,0.0986
2026-05-07,VID_1139,知识短视频_140,知识,20921,5207,3774,1908,3281,166,127,74,130,618,436,194,2490,952,1008,675,90,66.93,0.2489,0.5056,0.6301,0.1638,0.1155,0.445,0.2523,0.709,0.0945
